player,seasons,batting_runs,batting_average,strike_rate,runs_per_match,bowling_wickets,economy,wickets_per_match,cluster_id,cluster_name
M Rawat,3,55.0,11.0,78.57142857142857,5.0,0.0,0.0,0.0,2,Finishers / All-Rounders
M Shahrukh Khan,4,553.0,22.12,133.89830508474577,14.945945945945946,0.0,8.0,0.0,2,Finishers / All-Rounders
M Siddharth,1,0.0,0.0,0.0,0.0,1.0,7.448275862068966,0.3333333333333333,0,Finishers / All-Rounders
M Theekshana,3,7.0,7.0,100.0,3.5,25.0,7.740095087163232,0.9259259259259259,0,Finishers / All-Rounders
M Vijay,11,2619.0,27.0,118.61413043478261,24.942857142857143,0.0,7.945945945945946,0.0,1,Power Hitters
M Vohra,9,1083.0,22.5625,125.49246813441484,21.235294117647058,0.0,0.0,0.0,2,Finishers / All-Rounders
M de Lange,3,1.0,1.0,50.0,1.0,6.0,8.844827586206897,1.2,0,Finishers / All-Rounders
MA Agarwal,13,2669.0,23.00862068965517,128.25564632388276,22.05785123966942,0.0,0.0,0.0,1,Power Hitters
MA Khote,1,24.0,12.0,109.0909090909091,8.0,2.0,10.4,1.0,0,Finishers / All-Rounders
MA Starc,3,105.0,13.125,96.3302752293578,6.5625,59.0,8.020477815699659,1.5128205128205128,3,Finishers / All-Rounders
MA Wood,2,12.0,6.0,120.0,4.0,11.0,9.070866141732283,2.2,0,Finishers / All-Rounders
MB Parmar,1,0.0,0.0,0.0,0.0,0.0,10.421052631578949,0.0,0,Finishers / All-Rounders
MC Henriques,8,1000.0,26.31578947368421,124.84394506866417,18.51851851851852,46.0,7.9795709908069465,0.7666666666666667,3,Finishers / All-Rounders
MC Juneja,1,125.0,17.857142857142858,93.28358208955224,17.857142857142858,0.0,0.0,0.0,2,Finishers / All-Rounders
MD Mishra,3,237.0,15.8,111.26760563380282,13.941176470588236,0.0,0.0,0.0,2,Finishers / All-Rounders
MD Shanaka,1,26.0,13.0,100.0,8.666666666666666,0.0,0.0,0.0,2,Finishers / All-Rounders
MDKJ Perera,1,14.0,7.0,107.6923076923077,7.0,0.0,0.0,0.0,2,Finishers / All-Rounders
MEK Hussey,7,1977.0,38.01923076923077,119.9635922330097,34.08620689655172,0.0,0.0,0.0,1,Power Hitters
MF Maharoof,3,177.0,17.7,142.74193548387098,12.642857142857142,33.0,7.238095238095238,1.65,3,Finishers / All-Rounders
MG Bracewell,1,58.0,29.0,118.36734693877551,14.5,6.0,8.636363636363637,1.2,2,Finishers / All-Rounders
MG Johnson,6,167.0,11.928571428571429,99.4047619047619,5.964285714285714,66.0,8.024596464258263,1.2222222222222223,3,Finishers / All-Rounders
MG Neser,1,0.0,0.0,0.0,0.0,0.0,14.879999999999999,0.0,0,Finishers / All-Rounders
MJ Clarke,1,98.0,16.333333333333332,102.08333333333333,16.333333333333332,3.0,6.545454545454546,0.6,2,Finishers / All-Rounders
MJ Guptill,3,271.0,22.583333333333332,137.56345177664974,20.846153846153847,0.0,0.0,0.0,2,Finishers / All-Rounders
MJ Henry,2,0.0,0.0,0.0,0.0,3.0,10.457142857142857,0.5,0,Finishers / All-Rounders
MJ Lumb,2,278.0,27.8,140.40404040404042,23.166666666666668,0.0,0.0,0.0,2,Finishers / All-Rounders
MJ McClenaghan,5,85.0,7.7272727272727275,116.43835616438356,4.25,75.0,8.197622585438335,1.3392857142857142,3,Finishers / All-Rounders
MJ Santner,5,70.0,11.666666666666666,90.9090909090909,6.363636363636363,16.0,6.940540540540541,0.8888888888888888,0,Finishers / All-Rounders
MJ Suthar,1,1.0,1.0,50.0,1.0,0.0,13.0,0.0,0,Finishers / All-Rounders
MK Lomror,6,527.0,17.566666666666666,135.47557840616966,15.057142857142857,2.0,8.106382978723405,0.18181818181818182,2,Finishers / All-Rounders
MK Pandey,16,3859.0,29.015037593984964,117.3661800486618,24.424050632911392,0.0,0.0,0.0,1,Power Hitters
MK Tiwary,10,1695.0,27.78688524590164,113.83478844862324,20.42168674698795,1.0,11.066666666666666,0.16666666666666666,1,Power Hitters
ML Hayden,3,1107.0,39.535714285714285,131.94278903456495,34.59375,0.0,0.0,0.0,2,Finishers / All-Rounders
MM Ali,6,1162.0,23.714285714285715,136.86690223792698,20.385964912280702,40.0,7.012987012987012,0.7692307692307693,2,Finishers / All-Rounders
MM Patel,7,39.0,7.8,95.1219512195122,3.25,82.0,7.523878437047757,1.3015873015873016,3,Finishers / All-Rounders
MM Sharma,10,124.0,7.75,90.51094890510949,4.428571428571429,147.0,8.52166377816291,1.3243243243243243,3,Finishers / All-Rounders
MN Samuels,3,161.0,13.416666666666666,92.52873563218391,11.5,10.0,7.808219178082192,0.9090909090909091,0,Finishers / All-Rounders
MN van Wyk,1,167.0,55.666666666666664,123.70370370370371,33.4,0.0,0.0,0.0,2,Finishers / All-Rounders
MP Stoinis,8,1866.0,27.850746268656717,136.60322108345534,21.204545454545453,45.0,9.386281588447654,0.7258064516129032,1,Power Hitters
MP Yadav,1,0.0,0.0,0.0,0.0,8.0,6.947368421052632,2.0,0,Finishers / All-Rounders
MR Marsh,8,665.0,20.78125,125.0,18.47222222222222,37.0,8.1247892074199,1.088235294117647,3,Finishers / All-Rounders
MS Bisla,6,798.0,21.56756756756757,108.27679782903664,20.46153846153846,0.0,0.0,0.0,2,Finishers / All-Rounders
MS Dhoni,16,5243.0,35.18791946308725,132.8350646060299,22.99561403508772,0.0,0.0,0.0,1,Power Hitters
MS Gony,7,99.0,11.0,130.26315789473685,6.6,39.0,8.542702702702703,0.8863636363636364,3,Finishers / All-Rounders
MS Wade,3,183.0,14.076923076923077,98.91891891891892,13.071428571428571,0.0,0.0,0.0,2,Finishers / All-Rounders
MV Boucher,4,394.0,26.266666666666666,123.8993710691824,17.130434782608695,0.0,0.0,0.0,2,Finishers / All-Rounders
MW Short,1,117.0,19.5,118.18181818181819,19.5,0.0,6.0,0.0,2,Finishers / All-Rounders
Mandeep Singh,12,1706.0,20.070588235294117,120.31029619181946,17.587628865979383,0.0,13.0,0.0,1,Power Hitters
Mashrafe Mortaza,1,2.0,2.0,100.0,2.0,1.0,12.642857142857142,1.0,0,Finishers / All-Rounders
Mayank Dagar,2,0.0,0.0,0.0,0.0,2.0,8.91304347826087,0.25,0,Finishers / All-Rounders
Misbah-ul-Haq,1,117.0,13.0,142.6829268292683,14.625,0.0,0.0,0.0,2,Finishers / All-Rounders
Mohammad Ashraful,1,2.0,2.0,16.666666666666668,2.0,0.0,0.0,0.0,0,Finishers / All-Rounders
Mohammad Asif,1,3.0,1.5,50.0,1.5,9.0,9.256281407035177,1.125,0,Finishers / All-Rounders
Mohammad Hafeez,1,64.0,8.0,76.19047619047619,8.0,2.0,6.761904761904762,0.5,0,Finishers / All-Rounders
Mohammad Nabi,5,221.0,13.0,140.76433121019107,11.631578947368421,15.0,7.5465393794749405,0.6521739130434783,2,Finishers / All-Rounders
Mohammed Shami,9,74.0,5.6923076923076925,90.2439024390244,3.217391304347826,144.0,8.296707655692185,1.309090909090909,3,Finishers / All-Rounders
Mohammed Siraj,7,109.0,10.9,89.34426229508196,5.45,96.0,8.34406535319558,1.032258064516129,3,Finishers / All-Rounders
Mohit Rathee,1,1.0,1.0,50.0,1.0,0.0,14.5,0.0,0,Finishers / All-Rounders
Mohsin Khan,3,25.0,12.5,92.5925925925926,5.0,27.0,8.2603550295858,1.173913043478261,0,Finishers / All-Rounders
Monu Kumar,1,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0,Finishers / All-Rounders
Mujeeb Ur Rahman,3,12.0,4.0,80.0,2.0,20.0,7.938053097345133,1.0526315789473684,0,Finishers / All-Rounders
Mukesh Choudhary,2,6.0,6.0,100.0,3.0,16.0,9.100671140939598,1.1428571428571428,0,Finishers / All-Rounders
Mukesh Kumar,2,10.0,10.0,50.0,2.0,31.0,10.1,1.55,0,Finishers / All-Rounders
Mustafizur Rahman,7,13.0,13.0,56.52173913043478,2.1666666666666665,70.0,7.946784922394679,1.2280701754385965,3,Finishers / All-Rounders
N Burger,1,0.0,0.0,0.0,0.0,7.0,8.685714285714285,1.4,0,Finishers / All-Rounders
N Jagadeesan,3,162.0,18.0,104.51612903225806,16.2,0.0,0.0,0.0,2,Finishers / All-Rounders
N Pooran,5,1769.0,31.589285714285715,154.7681539807524,24.569444444444443,0.0,0.0,0.0,1,Power Hitters
N Rana,8,2636.0,28.04255319148936,130.81885856079404,26.099009900990097,10.0,8.205405405405406,0.4166666666666667,1,Power Hitters
N Saini,1,140.0,12.727272727272727,97.9020979020979,14.0,0.0,0.0,0.0,2,Finishers / All-Rounders
N Thushara,1,0.0,0.0,0.0,0.0,8.0,9.034883720930232,1.1428571428571428,0,Finishers / All-Rounders
N Wadhera,2,350.0,23.333333333333332,134.09961685823754,21.875,0.0,6.5,0.0,2,Finishers / All-Rounders
NA Saini,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0,Finishers / All-Rounders
NB Singh,1,0.0,0.0,0.0,0.0,1.0,4.319999999999999,0.5,0,Finishers / All-Rounders
ND Doshi,2,0.0,0.0,0.0,0.0,2.0,8.31578947368421,0.5,0,Finishers / All-Rounders
NJ Maddinson,2,20.0,6.666666666666667,95.23809523809524,6.666666666666667,0.0,0.0,0.0,2,Finishers / All-Rounders
NJ Rimmington,1,1.0,1.0,100.0,1.0,0.0,6.666666666666667,0.0,0,Finishers / All-Rounders
NK Patel,2,121.0,24.2,97.58064516129032,20.166666666666668,0.0,0.0,0.0,2,Finishers / All-Rounders
NL McCullum,1,26.0,8.666666666666666,113.04347826086956,13.0,0.0,7.0,0.0,2,Finishers / All-Rounders
NLTC Perera,6,424.0,17.666666666666668,130.06134969325154,14.133333333333333,37.0,8.651748251748252,1.0277777777777777,3,Finishers / All-Rounders
NM Coulter-Nile,7,82.0,8.2,109.33333333333333,5.125,52.0,7.567264573991032,1.368421052631579,3,Finishers / All-Rounders
NS Naik,3,31.0,7.75,58.490566037735846,7.75,0.0,0.0,0.0,2,Finishers / All-Rounders
NT Ellis,4,19.0,4.75,73.07692307692308,3.8,19.0,8.449315068493151,1.1875,0,Finishers / All-Rounders
NV Ojha,10,1554.0,21.0,114.26470588235294,16.53191489361702,0.0,0.0,0.0,1,Power Hitters
Naman Dhir,1,140.0,23.333333333333332,166.66666666666666,20.0,0.0,11.379310344827587,0.0,2,Finishers / All-Rounders
Navdeep Saini,4,33.0,8.25,86.84210526315789,4.714285714285714,26.0,8.516129032258064,0.8387096774193549,0,Finishers / All-Rounders
Naveen-ul-Haq,2,18.0,9.0,69.23076923076923,4.5,26.0,8.874692874692876,1.5294117647058822,0,Finishers / All-Rounders
Nithish Kumar Reddy,2,303.0,33.666666666666664,137.10407239819006,27.545454545454547,4.0,10.576271186440678,0.4444444444444444,2,Finishers / All-Rounders
Noor Ahmad,2,13.0,3.25,72.22222222222223,2.6,24.0,7.859649122807017,1.0434782608695652,0,Finishers / All-Rounders
O Thomas,1,0.0,0.0,0.0,0.0,5.0,8.095238095238095,1.25,0,Finishers / All-Rounders
OA Shah,4,506.0,38.92307692307692,124.93827160493827,23.0,0.0,0.0,0.0,2,Finishers / All-Rounders
OC McCoy,2,8.0,8.0,160.0,8.0,11.0,8.5,1.375,0,Finishers / All-Rounders
OF Smith,1,51.0,17.0,102.0,8.5,7.0,11.305263157894736,1.1666666666666667,0,Finishers / All-Rounders
P Amarnath,1,0.0,0.0,0.0,0.0,7.0,10.954545454545455,1.1666666666666667,0,Finishers / All-Rounders
P Awana,3,5.0,1.6666666666666667,35.714285714285715,1.0,43.0,8.108527131782946,1.303030303030303,0,Finishers / All-Rounders
P Chopra,1,8.0,8.0,133.33333333333334,8.0,0.0,0.0,0.0,2,Finishers / All-Rounders
P Dogra,3,127.0,10.583333333333334,90.0709219858156,10.583333333333334,0.0,0.0,0.0,2,Finishers / All-Rounders
P Dubey,2,23.0,23.0,69.6969696969697,11.5,1.0,8.149253731343284,0.25,2,Finishers / All-Rounders
P Kumar,10,340.0,10.0,105.26315789473684,5.964912280701754,102.0,7.604095563139932,0.8571428571428571,3,Finishers / All-Rounders
P Negi,8,365.0,14.038461538461538,121.2624584717608,10.428571428571429,38.0,7.80900409276944,0.9047619047619048,3,Finishers / All-Rounders
P Parameswaran,2,1.0,1.0,33.333333333333336,0.5,9.0,8.528301886792454,1.125,0,Finishers / All-Rounders
P Prasanth,1,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0,Finishers / All-Rounders
P Ray Barman,1,19.0,19.0,76.0,19.0,0.0,14.0,0.0,2,Finishers / All-Rounders
P Sahu,1,19.0,19.0,146.15384615384616,9.5,3.0,8.52336448598131,0.6,2,Finishers / All-Rounders
P Simran Singh,5,756.0,21.6,143.1818181818182,22.235294117647058,0.0,0.0,0.0,2,Finishers / All-Rounders
P Suyal,3,0.0,0.0,0.0,0.0,2.0,8.63551401869159,0.4,0,Finishers / All-Rounders
PA Patel,12,2848.0,22.4251968503937,116.62571662571662,20.941176470588236,0.0,0.0,0.0,1,Power Hitters
PA Reddy,2,164.0,16.4,98.20359281437126,16.4,0.0,0.0,0.0,2,Finishers / All-Rounders
PBB Rajapaksa,2,277.0,23.083333333333332,137.81094527363183,21.307692307692307,0.0,0.0,0.0,2,Finishers / All-Rounders
PC Valthaty,4,505.0,22.954545454545453,116.89814814814815,21.956521739130434,7.0,8.117647058823529,0.7,2,Finishers / All-Rounders
PD Collingwood,1,203.0,50.75,127.67295597484276,29.0,5.0,6.733333333333333,0.8333333333333334,2,Finishers / All-Rounders
PD Salt,2,653.0,32.65,169.6103896103896,31.095238095238095,0.0,0.0,0.0,2,Finishers / All-Rounders
PH Solanki,1,0.0,0.0,0.0,0.0,2.0,6.5,1.0,0,Finishers / All-Rounders
PJ Cummins,6,515.0,17.75862068965517,143.4540389972145,13.205128205128204,66.0,8.654014598540146,1.1379310344827587,3,Finishers / All-Rounders
PJ Sangwan,9,26.0,3.25,55.319148936170215,1.8571428571428572,44.0,8.4,1.0476190476190477,3,Finishers / All-Rounders
PK Garg,3,273.0,14.368421052631579,110.52631578947368,14.368421052631579,0.0,0.0,0.0,2,Finishers / All-Rounders
PM Sarvesh Kumar,1,1.0,1.0,50.0,1.0,1.0,8.129032258064516,0.5,0,Finishers / All-Rounders
PN Mankad,2,97.0,32.333333333333336,129.33333333333334,19.4,0.0,0.0,0.0,2,Finishers / All-Rounders
PP Chawla,15,624.0,10.947368421052632,107.58620689655173,7.255813953488372,201.0,7.977920410783056,1.0523560209424083,3,Finishers / All-Rounders
PP Ojha,8,16.0,1.6,35.55555555555556,0.8421052631578947,99.0,7.40051413881748,1.1,3,Finishers / All-Rounders
PP Shaw,6,1892.0,24.571428571428573,143.22482967448903,23.949367088607595,0.0,0.0,0.0,1,Power Hitters
PR Shah,3,92.0,11.5,94.84536082474227,10.222222222222221,0.0,0.0,0.0,2,Finishers / All-Rounders
PSP Handscomb,1,6.0,6.0,50.0,6.0,0.0,0.0,0.0,2,Finishers / All-Rounders
PV Tambe,4,18.0,18.0,46.15384615384615,3.0,28.0,7.70919881305638,0.8484848484848485,0,Finishers / All-Rounders
PVD Chameera,2,43.0,14.333333333333334,134.375,6.142857142857143,11.0,8.929292929292929,0.8461538461538461,2,Finishers / All-Rounders
PWH de Silva,3,72.0,6.545454545454546,90.0,5.142857142857143,36.0,8.165170556552964,1.3846153846153846,0,Finishers / All-Rounders
Pankaj Singh,5,7.0,3.5,58.333333333333336,1.4,11.0,9.106109324758842,0.6470588235294118,0,Finishers / All-Rounders
Parvez Rasool,4,17.0,8.5,85.0,4.25,4.0,8.19,0.36363636363636365,0,Finishers / All-Rounders
Q de Kock,10,3160.0,31.287128712871286,131.12033195020746,29.53271028037383,0.0,0.0,0.0,1,Power Hitters
R Ashwin,14,800.0,13.559322033898304,114.61318051575931,8.98876404494382,198.0,6.969437914084206,0.9519230769230769,3,Finishers / All-Rounders
R Bhatia,10,342.0,11.793103448275861,117.93103448275862,7.276595744680851,82.0,7.437688139674895,0.9010989010989011,3,Finishers / All-Rounders
R Bishnoi,1,19.0,6.333333333333333,111.76470588235294,6.333333333333333,0.0,0.0,0.0,2,Finishers / All-Rounders
R Dhawan,7,210.0,21.0,111.70212765957447,9.545454545454545,27.0,7.982683982683983,0.75,3,Finishers / All-Rounders
R Dravid,6,2174.0,28.233766233766232,113.34723670490094,26.51219512195122,0.0,0.0,0.0,1,Power Hitters
R Goyal,1,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0,Finishers / All-Rounders
R McLaren,3,159.0,19.875,89.32584269662921,12.23076923076923,14.0,9.0,0.7777777777777778,2,Finishers / All-Rounders
R Ninan,1,3.0,3.0,50.0,3.0,3.0,10.833333333333334,1.5,0,Finishers / All-Rounders
R Parag,5,1173.0,24.95744680851064,129.04290429042905,20.224137931034484,5.0,10.176795580110497,0.23809523809523808,2,Finishers / All-Rounders
R Powell,3,360.0,18.0,141.73228346456693,16.363636363636363,1.0,10.0,0.5,2,Finishers / All-Rounders
R Rampaul,2,51.0,10.2,98.07692307692308,7.285714285714286,17.0,6.884892086330935,1.4166666666666667,0,Finishers / All-Rounders
R Ravindra,1,222.0,24.666666666666668,152.05479452054794,22.2,0.0,3.5,0.0,2,Finishers / All-Rounders
R Sai Kishore,2,13.0,13.0,216.66666666666666,13.0,13.0,8.136125654450263,1.3,2,Finishers / All-Rounders
R Sanjay Yadav,1,0.0,0.0,0.0,0.0,0.0,9.857142857142856,0.0,0,Finishers / All-Rounders
R Sathish,4,270.0,16.875,114.40677966101696,11.25,6.0,9.708333333333334,0.42857142857142855,2,Finishers / All-Rounders
R Sharma,5,66.0,6.0,85.71428571428571,3.473684210526316,42.0,7.0588235294117645,0.9545454545454546,0,Finishers / All-Rounders
R Shepherd,3,115.0,19.166666666666668,169.11764705882354,12.777777777777779,6.0,11.729323308270676,0.75,2,Finishers / All-Rounders
R Shukla,3,19.0,9.5,82.6086956521739,4.75,7.0,10.015384615384615,1.0,0,Finishers / All-Rounders
R Tewatia,9,1013.0,23.558139534883722,128.55329949238578,15.584615384615384,36.0,7.739030023094688,0.6923076923076923,3,Finishers / All-Rounders
R Vinay Kumar,11,310.0,11.923076923076923,107.26643598615917,7.380952380952381,127.0,8.346752058554438,1.2211538461538463,3,Finishers / All-Rounders
RA Bawa,1,11.0,5.5,78.57142857142857,5.5,0.0,0.0,0.0,2,Finishers / All-Rounders
RA Jadeja,15,2959.0,25.95614035087719,124.4322960470984,16.43888888888889,169.0,7.5743260590500645,0.8009478672985783,3,Finishers / All-Rounders
RA Shaikh,1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0,Finishers / All-Rounders
RA Tripathi,7,2236.0,27.604938271604937,135.5151515151515,24.043010752688172,0.0,12.0,0.0,1,Power Hitters
RD Chahar,6,129.0,8.0625,101.5748031496063,5.863636363636363,76.0,7.65468473777254,0.987012987012987,3,Finishers / All-Rounders
RD Gaikwad,4,2380.0,42.5,133.63279056709715,36.61538461538461,0.0,0.0,0.0,1,Power Hitters
RE Levi,1,83.0,13.833333333333334,112.16216216216216,13.833333333333334,0.0,0.0,0.0,2,Finishers / All-Rounders
RE van der Merwe,5,159.0,13.25,110.41666666666667,10.6,25.0,6.791208791208792,1.1904761904761905,3,Finishers / All-Rounders
RG More,1,2.0,2.0,100.0,2.0,1.0,10.216216216216216,0.5,0,Finishers / All-Rounders
RG Sharma,16,6630.0,28.57758620689655,127.91819409608335,26.41434262948207,16.0,7.9426934097421205,0.5,1,Power Hitters
RJ Gleeson,1,2.0,2.0,100.0,2.0,1.0,8.470588235294118,0.5,0,Finishers / All-Rounders
RJ Harris,5,117.0,9.75,104.46428571428571,5.571428571428571,47.0,7.526011560693642,1.2702702702702702,3,Finishers / All-Rounders
RJ Peterson,1,32.0,10.666666666666666,100.0,6.4,3.0,8.75,0.75,0,Finishers / All-Rounders
RJ Quiney,1,103.0,14.714285714285714,98.0952380952381,14.714285714285714,0.0,0.0,0.0,2,Finishers / All-Rounders
RJW Topley,2,3.0,3.0,50.0,3.0,5.0,10.205607476635514,1.0,0,Finishers / All-Rounders
RK Bhui,3,10.0,2.5,37.03703703703704,2.5,0.0,0.0,0.0,0,Finishers / All-Rounders
RK Singh,6,893.0,30.79310344827586,136.54434250764527,22.325,0.0,0.0,0.0,2,Finishers / All-Rounders
RM Patidar,3,799.0,33.291666666666664,149.625468164794,33.291666666666664,0.0,0.0,0.0,2,Finishers / All-Rounders
RN ten Doeschate,5,326.0,19.176470588235293,136.9747899159664,15.523809523809524,3.0,6.795180722891566,0.3,2,Finishers / All-Rounders
RP Meredith,3,0.0,0.0,0.0,0.0,21.0,8.978313253012047,1.1666666666666667,0,Finishers / All-Rounders
RP Singh,7,52.0,3.466666666666667,66.66666666666667,1.8571428571428572,100.0,7.738527214514408,1.2195121951219512,3,Finishers / All-Rounders
RR Bhatkal,1,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0,Finishers / All-Rounders
RR Bose,1,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0,Finishers / All-Rounders
RR Pant,7,3297.0,34.34375,143.59756097560975,29.972727272727273,0.0,0.0,0.0,1,Power Hitters
RR Powar,5,67.0,22.333333333333332,104.6875,7.444444444444445,15.0,7.286681715575622,0.5769230769230769,2,Finishers / All-Rounders
RR Raje,2,20.0,20.0,111.11111111111111,4.0,7.0,8.916666666666666,0.7,2,Finishers / All-Rounders
RR Rossouw,4,473.0,22.523809523809526,147.35202492211837,21.5,0.0,0.0,0.0,2,Finishers / All-Rounders
RR Sarwan,1,73.0,24.333333333333332,93.58974358974359,18.25,0.0,0.0,0.0,2,Finishers / All-Rounders
RS Bopara,3,531.0,27.94736842105263,113.46153846153847,24.136363636363637,13.0,8.47887323943662,0.9285714285714286,2,Finishers / All-Rounders
RS Gavaskar,1,2.0,2.0,25.0,2.0,0.0,8.0,0.0,0,Finishers / All-Rounders
RS Hangargekar,1,0.0,0.0,0.0,0.0,3.0,8.372093023255813,1.5,0,Finishers / All-Rounders
RS Sodhi,1,4.0,4.0,200.0,4.0,0.0,0.0,0.0,2,Finishers / All-Rounders
RT Ponting,2,91.0,11.375,70.54263565891473,10.11111111111111,0.0,0.0,0.0,2,Finishers / All-Rounders
RV Gomez,2,50.0,7.142857142857143,94.33962264150944,5.555555555555555,6.0,8.041237113402062,0.6666666666666666,0,Finishers / All-Rounders
RV Patel,3,80.0,16.0,105.26315789473684,11.428571428571429,0.0,6.6,0.0,2,Finishers / All-Rounders
RV Uthappa,14,4954.0,26.92391304347826,126.15227909345556,25.14720812182741,0.0,0.0,0.0,1,Power Hitters
RW Price,1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0,Finishers / All-Rounders
